timestamp,cpu,ram,disk,network
2025-05-09 01:20:00,20.9,49.47,100539.72,223324.79
2025-05-09 01:21:00,5.3,25.75,82955.27,152644.8
2025-05-09 01:22:00,15.69,43.91,92089.18,176804.69
2025-05-09 01:23:00,26.19,47.43,84962.72,210840.5
2025-05-09 01:24:00,27.02,52.81,79296.63,300052.14
2025-05-09 01:25:00,27.54,61.91,98605.96,153125.69
2025-05-09 01:26:00,11.24,35.25,88932.81,127739.02
2025-05-09 01:27:00,24.11,42.73,69181.83,244821.21
2025-05-09 01:28:00,20.47,37.55,89329.92,121242.91
2025-05-09 01:29:00,15.73,34.54,118117.29,179956.08
2025-05-09 01:30:00,16.86,47.0,116567.45,275947.52
2025-05-09 01:31:00,16.31,54.04,86487.63,236386.25
2025-05-09 01:32:00,22.8,29.67,518588.42,164980.31
2025-05-09 01:33:00,18.45,45.51,101124.15,188389.46
2025-05-09 01:34:00,26.32,27.13,102651.61,179251.82
2025-05-09 01:35:00,13.5,67.42,51545.66,164067.82
2025-05-09 01:36:00,19.21,30.32,74710.18,206098.51
2025-05-09 01:37:00,16.27,58.99,109145.6,154923.49
2025-05-09 01:38:00,22.53,34.01,96926.67,168632.55
2025-05-09 01:39:00,16.16,39.43,105514.92,187599.92
2025-05-09 01:40:00,19.32,46.88,102337.68,109012.31
2025-05-09 01:41:00,28.13,48.11,99496.52,179862.05
2025-05-09 01:42:00,17.04,39.34,93912.47,204398.52
2025-05-09 01:43:00,6.59,37.28,101824.05,196322.0
2025-05-09 01:44:00,22.87,35.05,86317.69,216274.03
2025-05-09 01:45:00,21.86,53.33,124541.68,202810.07
2025-05-09 01:46:00,21.95,53.32,92579.84,222509.44
2025-05-09 01:47:00,22.92,53.95,105637.27,174589.02
2025-05-09 01:48:00,20.89,46.99,112997.77,119455.93
2025-05-09 01:49:00,25.67,54.89,103753.88,168842.1
2025-05-09 01:50:00,23.76,24.05,88496.79,193345.5
2025-05-09 01:51:00,21.05,39.06,105507.2,119386.1
2025-05-09 01:52:00,17.06,25.06,107043.82,174254.19
2025-05-09 01:53:00,24.41,41.56,113766.73,189686.93
2025-05-09 01:54:00,20.56,35.99,128965.57,210037.28
2025-05-09 01:55:00,23.36,27.0,111364.95,291934.3
2025-05-09 01:56:00,25.21,19.85,114238.51,229160.5
2025-05-09 01:57:00,19.37,39.06,105237.03,149385.45
2025-05-09 01:58:00,21.04,24.99,76029.7,92911.48
2025-05-09 01:59:00,23.28,15.86,112397.84,168681.98
2025-05-09 02:00:00,20.66,40.74,74172.3,182709.33
2025-05-09 02:01:00,21.95,66.42,82503.97,195159.91
2025-05-09 02:02:00,21.1,35.64,90345.04,167118.12
2025-05-09 02:03:00,16.38,45.07,93512.01,152587.93
2025-05-09 02:04:00,23.75,37.81,100088.71,161286.5
2025-05-09 02:05:00,23.15,38.11,119904.41,256807.94
2025-05-09 02:06:00,18.29,31.21,100520.07,213776.51
2025-05-09 02:07:00,24.84,50.6,93450.64,162703.38
2025-05-09 02:08:00,16.63,34.02,148270.66,136073.3
2025-05-09 02:09:00,27.96,43.96,110014.25,173853.01
2025-05-09 02:10:00,19.77,33.58,108819.81,164597.47
2025-05-09 02:11:00,17.59,39.04,92230.99,279188.95
2025-05-09 02:12:00,14.41,19.69,105461.51,226704.98
2025-05-09 02:13:00,21.79,32.67,108697.07,276102.63
2025-05-09 02:14:00,24.67,25.73,91102.57,242646.61
2025-05-09 02:15:00,22.19,21.58,101598.12,207322.6
2025-05-09 02:16:00,22.88,45.48,89103.93,186031.52
2025-05-09 02:17:00,24.32,57.48,130541.52,66445.65
2025-05-09 02:18:00,28.66,47.5,103192.45,215846.07
2025-05-09 02:19:00,23.0,43.98,58011.64,176102.02
2025-05-09 02:20:00,15.06,41.45,97025.15,233891.73
2025-05-09 02:21:00,16.28,60.98,79569.04,202711.42
2025-05-09 02:22:00,19.99,42.83,108956.81,171506.83
2025-05-09 02:23:00,13.26,26.77,56746.67,221636.93
2025-05-09 02:24:00,18.04,32.38,146689.91,87400.07
2025-05-09 02:25:00,12.25,25.87,107510.43,143599.63
2025-05-09 02:26:00,16.77,45.39,92524.77,173971.17
2025-05-09 02:27:00,20.02,34.37,91309.4,180050.03
2025-05-09 02:28:00,20.8,96.27,101821.61,200062.2
2025-05-09 02:29:00,18.44,31.79,540571.94,155251.56
2025-05-09 02:30:00,14.75,50.91,93027.44,167594.33
2025-05-09 02:31:00,18.04,51.84,103159.48,187544.28
2025-05-09 02:32:00,19.51,50.14,115358.5,118639.06
2025-05-09 02:33:00,22.8,38.57,77351.43,263169.83
2025-05-09 02:34:00,19.8,49.38,91394.2,225910.38
2025-05-09 02:35:00,16.75,38.87,103332.41,150050.35
2025-05-09 02:36:00,21.4,30.3,71076.98,212648.28
2025-05-09 02:37:00,21.9,35.98,98032.19,197007.46
2025-05-09 02:38:00,22.83,39.71,110360.46,258990.07
2025-05-09 02:39:00,17.47,40.14,116195.0,181487.58
2025-05-09 02:40:00,18.85,48.75,86063.4,241347.5
2025-05-09 02:41:00,25.34,56.52,70801.73,243361.33
2025-05-09 02:42:00,31.29,45.2,60013.01,152952.35
2025-05-09 02:43:00,11.45,54.66,95752.23,183113.54
2025-05-09 02:44:00,19.24,42.28,132853.77,205285.44
2025-05-09 02:45:00,28.3,53.86,96184.82,261327.13
2025-05-09 02:46:00,15.66,48.2,111972.58,266127.54
2025-05-09 02:47:00,17.08,41.7,137159.4,103118.14
2025-05-09 02:48:00,13.53,40.42,73933.38,284585.84
2025-05-09 02:49:00,16.63,33.95,117092.82,148631.83
2025-05-09 02:50:00,22.56,33.35,89106.38,233484.02
2025-05-09 02:51:00,28.2,40.93,67642.33,179802.8
2025-05-09 02:52:00,27.15,48.32,102127.7,131683.54
2025-05-09 02:53:00,22.04,32.92,113648.28,113158.54
2025-05-09 02:54:00,19.45,48.89,125672.45,208923.06
2025-05-09 02:55:00,13.14,22.31,135288.27,206596.81
2025-05-09 02:56:00,15.18,43.27,89352.78,170335.86
2025-05-09 02:57:00,13.39,40.11,133666.06,282287.99
2025-05-09 02:58:00,12.76,32.57,148885.49,204987.94
2025-05-09 02:59:00,15.72,42.11,119132.15,198581.28
2025-05-09 03:00:00,9.61,51.12,78288.09,230541.77
2025-05-09 03:01:00,20.19,25.79,138767.24,225190.51
2025-05-09 03:02:00,11.57,58.7,84817.27,215390.01
2025-05-09 03:03:00,23.91,57.34,91920.8,301473.02
2025-05-09 03:04:00,15.73,44.61,77953.6,179407.65
2025-05-09 03:05:00,18.97,43.18,94564.08,226735.54
2025-05-09 03:06:00,19.27,29.07,119580.91,176861.3
2025-05-09 03:07:00,21.51,29.7,98863.52,203722.76
2025-05-09 03:08:00,19.65,48.8,86045.4,1150403.72
2025-05-09 03:09:00,26.94,58.62,102294.89,208879.11
2025-05-09 03:10:00,18.53,51.4,117315.29,146399.86
2025-05-09 03:11:00,12.24,29.06,123858.54,163825.04
2025-05-09 03:12:00,14.38,33.74,126156.21,159880.39
2025-05-09 03:13:00,13.78,55.8,102799.29,103881.29
2025-05-09 03:14:00,15.82,50.24,141267.56,223614.65
2025-05-09 03:15:00,30.54,47.83,90676.87,209451.95
2025-05-09 03:16:00,27.93,44.94,94382.3,258860.09
2025-05-09 03:17:00,13.75,59.46,110654.27,163281.06
2025-05-09 03:18:00,20.24,42.29,121635.84,207870.67
2025-05-09 03:19:00,17.66,35.35,88215.41,197145.29
2025-05-09 03:20:00,20.58,42.84,111820.37,219943.16
2025-05-09 03:21:00,22.05,46.08,138632.52,165837.67
2025-05-09 03:22:00,8.08,27.05,91956.48,169732.21
2025-05-09 03:23:00,16.3,49.82,66918.93,262189.14
2025-05-09 03:24:00,16.53,26.98,115633.42,276061.29
2025-05-09 03:25:00,21.46,39.31,87811.39,167624.88
2025-05-09 03:26:00,17.78,34.51,99888.77,156752.86
2025-05-09 03:27:00,11.04,48.88,113632.83,207690.06
2025-05-09 03:28:00,14.91,42.77,94677.9,160236.24
2025-05-09 03:29:00,17.69,42.87,81777.57,88139.15
2025-05-09 03:30:00,17.77,33.36,107151.68,264675.99
2025-05-09 03:31:00,29.56,32.14,120623.33,198717.03
2025-05-09 03:32:00,21.37,23.54,77177.54,217114.13
2025-05-09 03:33:00,15.69,40.33,106417.69,199237.49
2025-05-09 03:34:00,23.34,34.2,117113.98,220673.73
2025-05-09 03:35:00,21.38,39.54,114148.18,264785.39
2025-05-09 03:36:00,16.42,46.15,107139.15,250997.31
2025-05-09 03:37:00,15.89,39.15,107474.1,112669.27
2025-05-09 03:38:00,28.64,55.65,119385.86,245469.41
2025-05-09 03:39:00,22.34,34.32,118204.35,202670.25
2025-05-09 03:40:00,98.88,29.0,131000.17,200868.81
2025-05-09 03:41:00,15.61,22.81,87842.27,143605.03
2025-05-09 03:42:00,20.17,53.41,90341.73,205328.56
2025-05-09 03:43:00,21.77,31.46,101821.43,163258.16
2025-05-09 03:44:00,18.51,38.09,86284.37,182153.6
2025-05-09 03:45:00,23.12,60.2,90607.06,204896.05
2025-05-09 03:46:00,99.34,60.18,95501.19,201352.37
2025-05-09 03:47:00,7.56,35.06,102313.4,116641.53
2025-05-09 03:48:00,20.32,51.78,101637.9,254494.98
2025-05-09 03:49:00,20.42,46.89,100744.61,291533.68
2025-05-09 03:50:00,21.46,23.65,620106.1,99591.4
2025-05-09 03:51:00,18.08,32.91,90614.36,187706.32
2025-05-09 03:52:00,23.4,52.6,115876.16,199926.6
2025-05-09 03:53:00,26.91,45.5,140842.25,172091.02
2025-05-09 03:54:00,13.29,37.41,38892.18,69204.62
2025-05-09 03:55:00,22.17,30.75,108904.62,79666.38
2025-05-09 03:56:00,23.53,30.26,91283.1,232955.13
2025-05-09 03:57:00,20.81,26.93,87074.6,262370.3
2025-05-09 03:58:00,26.1,47.92,101715.86,207158.9
2025-05-09 03:59:00,21.28,35.08,108866.4,280907.73
2025-05-09 04:00:00,16.23,51.53,91731.76,267596.1
2025-05-09 04:01:00,10.74,44.23,681443.31,274022.15
2025-05-09 04:02:00,20.28,54.84,119435.02,199968.82
2025-05-09 04:03:00,31.78,35.28,62522.0,225570.66
2025-05-09 04:04:00,22.46,44.98,101380.01,1056691.87
2025-05-09 04:05:00,12.22,50.05,85529.67,194346.95
2025-05-09 04:06:00,23.43,54.46,121522.62,230063.87
2025-05-09 04:07:00,23.75,35.31,109085.07,220163.69
2025-05-09 04:08:00,25.55,51.2,122897.88,144571.54
2025-05-09 04:09:00,18.46,32.98,109985.35,61804.64
2025-05-09 04:10:00,9.41,16.61,62057.34,129377.13
2025-05-09 04:11:00,14.44,57.39,90698.33,121962.65
2025-05-09 04:12:00,11.47,34.0,83196.09,226918.36
2025-05-09 04:13:00,20.8,58.4,96276.46,171497.64
2025-05-09 04:14:00,16.31,22.97,113850.45,213466.5
2025-05-09 04:15:00,12.47,46.37,106582.73,190208.24
2025-05-09 04:16:00,21.39,41.94,111224.77,121838.54
2025-05-09 04:17:00,15.1,51.24,123027.1,146894.46
2025-05-09 04:18:00,15.72,48.16,88712.13,296248.16
2025-05-09 04:19:00,23.16,40.78,129885.34,302616.76
2025-05-09 04:20:00,23.45,39.37,100338.47,233514.54
2025-05-09 04:21:00,24.34,30.73,92054.85,104267.5
2025-05-09 04:22:00,26.97,39.45,110497.6,200164.37
2025-05-09 04:23:00,18.0,41.44,80069.85,328200.84
2025-05-09 04:24:00,22.9,31.95,91619.58,195488.88
2025-05-09 04:25:00,21.22,49.69,61331.51,240799.76
2025-05-09 04:26:00,19.01,47.6,110190.51,244819.69
2025-05-09 04:27:00,25.81,31.9,75269.61,286661.06
2025-05-09 04:28:00,19.24,58.82,119708.33,159797.93
2025-05-09 04:29:00,24.92,38.05,93028.3,226557.31
2025-05-09 04:30:00,18.59,52.25,97228.67,172012.83
2025-05-09 04:31:00,26.36,39.92,96682.73,185269.44
2025-05-09 04:32:00,24.1,51.15,97943.5,297901.1
2025-05-09 04:33:00,21.49,45.25,127236.62,274228.58
2025-05-09 04:34:00,17.18,48.08,102946.02,213071.89
2025-05-09 04:35:00,24.53,40.53,133203.88,202980.44
2025-05-09 04:36:00,18.49,46.91,102509.04,188649.92
2025-05-09 04:37:00,27.13,57.6,108906.44,140200.32
2025-05-09 04:38:00,24.55,45.85,91231.3,125272.16
2025-05-09 04:39:00,17.41,38.33,101586.95,206050.33
2025-05-09 04:40:00,17.29,40.6,81149.16,230069.48
2025-05-09 04:41:00,22.22,35.83,106261.0,171287.61
2025-05-09 04:42:00,25.13,59.32,96469.06,190560.92
2025-05-09 04:43:00,14.86,39.98,122585.96,214928.34
2025-05-09 04:44:00,17.3,53.12,78703.12,329509.74
2025-05-09 04:45:00,18.72,41.43,82323.71,224530.89
2025-05-09 04:46:00,23.64,45.0,83681.18,179926.72
2025-05-09 04:47:00,16.75,48.02,110421.69,180029.17
2025-05-09 04:48:00,24.88,35.25,126285.61,188677.65
2025-05-09 04:49:00,25.96,33.81,111022.78,314088.01
2025-05-09 04:50:00,17.82,53.73,119538.31,187755.04
2025-05-09 04:51:00,22.23,48.09,119589.01,167196.23
2025-05-09 04:52:00,18.35,20.66,86763.67,245137.62
2025-05-09 04:53:00,19.49,46.7,100383.71,151597.9
2025-05-09 04:54:00,19.74,27.26,117738.08,171745.13
2025-05-09 04:55:00,14.78,39.18,126941.81,189982.38
2025-05-09 04:56:00,19.2,41.82,83358.6,225720.6
2025-05-09 04:57:00,23.1,36.11,101044.06,109409.03
2025-05-09 04:58:00,23.65,32.59,71910.8,232233.18
2025-05-09 04:59:00,19.9,37.63,108212.12,231619.31
2025-05-09 05:00:00,24.49,52.09,69575.54,142984.75
2025-05-09 05:01:00,33.61,33.54,118946.44,182145.22
2025-05-09 05:02:00,18.75,39.14,96144.97,211943.99
2025-05-09 05:03:00,12.04,35.24,143198.13,256617.28
2025-05-09 05:04:00,8.2,24.64,134224.94,171522.3
2025-05-09 05:05:00,24.73,19.96,94115.39,185895.72
2025-05-09 05:06:00,19.92,46.97,124405.41,170414.32
2025-05-09 05:07:00,16.5,29.29,108435.33,170794.49
2025-05-09 05:08:00,32.97,46.67,88347.99,124951.28
2025-05-09 05:09:00,22.56,42.9,66896.57,154735.54
2025-05-09 05:10:00,16.42,44.9,103422.98,245046.36
2025-05-09 05:11:00,15.14,31.79,97690.01,224840.58
2025-05-09 05:12:00,24.85,37.24,89330.91,153887.35
2025-05-09 05:13:00,26.82,30.25,95490.7,132395.22
2025-05-09 05:14:00,25.51,44.62,88050.17,164489.68
2025-05-09 05:15:00,19.23,40.34,96874.15,168137.22
2025-05-09 05:16:00,19.83,32.55,95438.62,209606.23
2025-05-09 05:17:00,13.77,25.05,73990.94,173689.76
2025-05-09 05:18:00,18.01,40.08,101083.93,142373.12
2025-05-09 05:19:00,13.68,38.64,104275.41,196754.33
2025-05-09 05:20:00,18.32,33.05,133210.1,185103.62
2025-05-09 05:21:00,14.13,37.47,135385.1,182662.05
2025-05-09 05:22:00,19.18,49.64,127488.58,245372.93
2025-05-09 05:23:00,28.18,48.9,122236.15,288778.09
2025-05-09 05:24:00,18.18,40.26,107535.45,162703.61
2025-05-09 05:25:00,19.97,51.98,130369.29,256974.46
2025-05-09 05:26:00,12.81,33.85,100812.68,183723.12
2025-05-09 05:27:00,20.0,28.58,96537.6,181497.68
2025-05-09 05:28:00,23.45,30.74,134311.17,207718.91
2025-05-09 05:29:00,24.68,41.03,107762.04,117049.07
2025-05-09 05:30:00,19.43,39.95,95927.77,148510.67
2025-05-09 05:31:00,16.64,31.39,126065.26,202567.26
2025-05-09 05:32:00,19.37,31.2,80990.71,258777.63
2025-05-09 05:33:00,6.7,42.96,97737.57,259823.92
2025-05-09 05:34:00,18.17,48.87,109527.7,241949.25
2025-05-09 05:35:00,24.71,36.6,157218.38,147422.29
2025-05-09 05:36:00,17.69,36.73,72274.16,248662.2
2025-05-09 05:37:00,20.24,55.33,73168.19,196961.28
2025-05-09 05:38:00,21.25,49.37,99826.68,167605.9
2025-05-09 05:39:00,17.69,36.04,110666.82,156698.39
2025-05-09 05:40:00,16.43,36.88,84950.65,294892.19
2025-05-09 05:41:00,19.81,47.13,99787.98,192756.19
2025-05-09 05:42:00,10.45,39.64,105818.25,248339.97
2025-05-09 05:43:00,22.98,50.79,99931.07,276297.81
2025-05-09 05:44:00,34.58,28.5,111296.38,252711.55
2025-05-09 05:45:00,14.41,48.83,111502.19,156276.97
2025-05-09 05:46:00,17.66,31.0,82698.84,179806.29
2025-05-09 05:47:00,20.83,37.68,86063.68,144441.82
2025-05-09 05:48:00,21.24,45.09,73424.77,152687.8
2025-05-09 05:49:00,20.8,56.06,87813.87,228864.3
2025-05-09 05:50:00,21.96,33.69,121558.15,246820.35
2025-05-09 05:51:00,15.39,40.46,66113.43,206138.6
2025-05-09 05:52:00,17.79,41.24,99567.48,129032.02
2025-05-09 05:53:00,25.84,44.76,110876.73,274582.61
2025-05-09 05:54:00,20.46,29.96,101354.44,239868.7
2025-05-09 05:55:00,26.18,23.78,101374.42,151621.21
2025-05-09 05:56:00,8.53,35.66,112723.23,189725.69
2025-05-09 05:57:00,21.86,33.6,92164.26,245126.74
2025-05-09 05:58:00,14.75,32.83,118122.34,180718.28
2025-05-09 05:59:00,18.34,54.04,95084.04,227079.83
2025-05-09 06:00:00,13.76,32.49,117373.89,160227.1
2025-05-09 06:01:00,19.65,51.85,93145.4,161029.46
2025-05-09 06:02:00,24.98,42.39,116288.43,185071.79
2025-05-09 06:03:00,29.6,33.39,114656.27,247117.54
2025-05-09 06:04:00,33.31,51.79,149647.06,221499.35
2025-05-09 06:05:00,10.9,64.13,125029.86,243267.53
2025-05-09 06:06:00,27.09,45.45,92365.48,193889.94
2025-05-09 06:07:00,18.0,34.55,93169.97,193915.84
2025-05-09 06:08:00,27.1,30.52,93583.25,163437.33
2025-05-09 06:09:00,12.32,27.72,90974.62,247085.21
2025-05-09 06:10:00,22.73,46.07,108994.52,163391.09
2025-05-09 06:11:00,14.68,52.36,97652.58,220177.66
2025-05-09 06:12:00,21.93,35.88,97574.72,207396.86
2025-05-09 06:13:00,13.91,39.31,76210.41,235447.81
2025-05-09 06:14:00,16.87,34.79,96078.05,222746.3
2025-05-09 06:15:00,18.44,52.72,99456.2,212635.07
2025-05-09 06:16:00,22.51,44.86,101291.59,156762.52
2025-05-09 06:17:00,28.26,40.35,92683.34,290853.43
2025-05-09 06:18:00,25.96,50.4,58198.01,72130.27
2025-05-09 06:19:00,34.69,40.74,134986.45,196592.11
2025-05-09 06:20:00,13.16,56.54,116311.4,178659.04
2025-05-09 06:21:00,16.74,56.96,104711.3,121923.08
2025-05-09 06:22:00,16.73,30.81,103494.81,252433.33
2025-05-09 06:23:00,15.39,42.91,139258.44,200232.05
2025-05-09 06:24:00,18.64,51.07,129138.89,208355.11
2025-05-09 06:25:00,22.83,44.64,111318.59,261107.68
2025-05-09 06:26:00,17.82,34.61,100710.05,246240.87
2025-05-09 06:27:00,29.38,31.16,63124.59,178589.81
2025-05-09 06:28:00,15.45,24.8,100418.93,208608.89
2025-05-09 06:29:00,19.5,41.05,105399.23,238361.22
2025-05-09 06:30:00,23.23,40.91,74327.24,222839.21
2025-05-09 06:31:00,18.57,35.33,97121.54,101201.65
2025-05-09 06:32:00,29.52,51.49,75036.69,161713.37
2025-05-09 06:33:00,21.38,36.44,97715.13,188221.36
2025-05-09 06:34:00,10.15,43.88,105445.23,301144.49
2025-05-09 06:35:00,24.49,34.49,105757.1,198600.17
2025-05-09 06:36:00,21.56,40.82,79613.78,121586.59
2025-05-09 06:37:00,13.94,38.35,93434.61,210672.22
2025-05-09 06:38:00,15.97,52.69,87692.5,289383.74
2025-05-09 06:39:00,29.79,40.68,95832.35,178851.69
2025-05-09 06:40:00,21.63,45.48,133447.95,297669.39
2025-05-09 06:41:00,8.43,39.99,79335.77,158907.01
2025-05-09 06:42:00,25.11,44.38,120945.66,196460.49
2025-05-09 06:43:00,24.42,46.6,112033.32,191353.04
2025-05-09 06:44:00,19.23,30.05,96566.06,225297.36
2025-05-09 06:45:00,8.77,24.97,82292.53,85205.09
2025-05-09 06:46:00,20.14,28.2,113710.62,212989.64
2025-05-09 06:47:00,13.06,41.37,125647.64,214069.91
2025-05-09 06:48:00,24.54,21.02,98288.87,158645.81
2025-05-09 06:49:00,19.79,58.12,127513.79,1481568.43
2025-05-09 06:50:00,22.59,39.57,74974.12,233436.9
2025-05-09 06:51:00,9.13,33.49,90401.83,177660.38
2025-05-09 06:52:00,20.72,53.05,111314.32,247152.61
2025-05-09 06:53:00,18.87,40.12,114351.27,211597.57
2025-05-09 06:54:00,22.86,22.8,126323.13,172504.3
2025-05-09 06:55:00,22.22,36.17,101748.63,142519.99
2025-05-09 06:56:00,12.68,31.1,129973.74,220837.39
2025-05-09 06:57:00,14.33,23.24,83013.96,347750.96
2025-05-09 06:58:00,12.89,24.63,138972.81,287270.06
2025-05-09 06:59:00,16.78,50.28,120540.22,230441.94
2025-05-09 07:00:00,29.62,42.09,103899.86,186513.57
2025-05-09 07:01:00,14.09,35.56,118935.11,216150.77
2025-05-09 07:02:00,21.6,31.3,146026.71,103081.95
2025-05-09 07:03:00,22.8,21.81,95405.34,133260.33
2025-05-09 07:04:00,20.57,26.96,94897.69,181589.34
2025-05-09 07:05:00,25.53,30.79,93032.94,93415.25
2025-05-09 07:06:00,15.53,35.98,72451.01,180829.93
2025-05-09 07:07:00,21.05,46.89,149045.74,188251.32
2025-05-09 07:08:00,17.41,41.88,103179.98,210909.76
2025-05-09 07:09:00,10.57,39.01,140746.19,234105.41
2025-05-09 07:10:00,17.77,31.74,80854.75,255054.32
2025-05-09 07:11:00,14.73,41.98,110068.3,193234.98
2025-05-09 07:12:00,18.07,36.55,114775.74,149621.69
2025-05-09 07:13:00,14.16,36.96,96123.43,117784.51
2025-05-09 07:14:00,23.13,35.08,81907.04,275536.06
2025-05-09 07:15:00,27.56,24.47,65918.22,226473.1
2025-05-09 07:16:00,22.4,45.66,124347.24,199602.34
2025-05-09 07:17:00,28.91,38.05,121581.31,254076.56
2025-05-09 07:18:00,23.13,40.2,96253.3,210250.09
2025-05-09 07:19:00,99.07,45.63,132618.72,205573.08
2025-05-09 07:20:00,25.36,37.58,102339.77,181614.76
2025-05-09 07:21:00,19.41,41.72,73631.49,136653.58
2025-05-09 07:22:00,21.88,39.43,129400.32,245235.96
2025-05-09 07:23:00,20.0,40.68,79877.08,123782.73
2025-05-09 07:24:00,18.26,43.43,93498.69,199433.81
2025-05-09 07:25:00,17.99,40.86,95568.92,147211.17
2025-05-09 07:26:00,10.44,33.36,113804.13,208862.46
2025-05-09 07:27:00,20.45,65.71,106234.75,270605.68
2025-05-09 07:28:00,21.19,48.22,86953.03,201005.16
2025-05-09 07:29:00,14.97,54.38,106627.79,167859.3
